Step,Signal
440,-0.571051
441,-0.654025
442,-0.676171
443,-0.656563
444,-0.790382
445,-0.996492
446,-1.05215
447,-1.16595
448,-1.11153
449,-1.10475
450,-1.11132
451,-1.00397
452,-1.07485
453,-1.08165
454,-1.19074
455,-1.11868
456,-1.14998
457,-0.882992
458,-0.689595
459,-0.864285
460,-0.902232
461,-0.801652
462,-0.57812
463,-0.647336
464,-0.419833
465,-0.252231
466,-0.307345
467,-0.123578
468,-0.120754
469,0.143837
470,0.148594
471,0.229286
472,0.439475
473,0.467796
474,0.696408
475,0.669545
476,0.766053
477,0.738945
478,0.925447
479,0.923959
480,1.01985
481,0.840818
482,1.00578
483,0.923221
484,1.0288
485,0.8142
486,0.707051
487,0.823528
488,0.691145
489,0.81671
490,0.905652
491,0.752106
492,0.60358
493,0.59331
494,0.451427
495,0.426864
496,0.382342
497,0.260449
498,0.328438
499,-0.00620813
500,-0.110943
501,-0.111674
502,-0.364814
503,-0.501155
504,-0.466473
505,-0.510006
506,-0.622582
507,-0.631877
508,-0.76866
509,-0.983573
510,-0.88625
511,-0.80583
512,-0.799915
513,-0.941388
514,-1.06545
515,-1.22337
516,-0.980885
517,-1.17545
518,-0.955089
519,-0.922911
520,-0.905772
521,-0.885023
522,-0.792152
523,-0.655811
524,-0.617538
525,-0.533276
526,-0.65738
527,-0.501479
528,-0.531267
529,-0.402716
530,-0.160988
531,0.0382968
532,0.17079
533,0.0734574
534,0.183225
535,0.336431
536,0.456183
537,0.647008
538,0.78965
539,0.921221
540,1.07136
541,0.924363
542,0.933793
543,1.14009
544,1.29629
545,1.1321
546,1.31671
547,1.35041
548,1.27021
549,1.1781
550,1.0621
551,1.16582
552,1.03244
553,1.2086
554,1.04336
555,1.06332
556,1.06682
557,0.917847
558,0.843982
559,0.766276
560,0.788821
561,0.581044
562,0.553283
563,0.301756
564,0.164485
565,0.310634
566,0.0168335
567,-0.0632203
568,-0.248838
569,-0.222041
570,-0.319612
571,-0.290885
572,-0.502227
573,-0.543531
574,-0.539783
575,-0.551631
576,-0.777548
577,-0.966633
578,-0.789659
579,-0.709631
580,-0.977024
581,-0.802256
582,-0.741404
583,-0.770917
584,-0.678301
585,-0.7015
586,-0.711854
587,-0.81855
588,-0.754661
589,-0.615167
590,-0.617233
591,-0.406094
592,-0.301112
593,-0.220765
594,-0.261684
595,-0.365779
596,-0.314556
597,-0.000218979
598,0.0559321
599,0.106958
600,0.224332
601,0.18412
602,0.479006
603,0.424448
604,0.64931
605,0.51088
606,0.744326
607,0.756675
608,0.908346
609,0.918165
610,1.10793
611,1.27213
612,1.30757
613,1.28362
614,1.26098
615,1.2168
616,1.40193
617,1.19131
618,1.07018
619,1.05713
620,1.17036
621,1.24887
622,1.13295
623,1.00471
624,0.780535
625,0.691406
626,0.742188
627,0.733363
628,0.452852
629,0.552742
630,0.422408
631,0.387909
632,0.38162
633,0.204723
634,0.035334
635,0.0936408
636,0.0115532
637,-0.0910335
638,-0.087893
639,-0.366882
640,-0.587221
641,-0.741693
642,-0.550805
643,-0.753387
644,-0.658803
645,-0.791702
646,-0.655835
647,-0.897229
648,-0.756962
649,-0.703723
650,-0.703393
651,-0.605238
652,-0.507782
653,-0.729735
654,-0.655168
655,-0.731362
656,-0.514669
657,-0.555065
658,-0.572435
659,-0.459984
660,-0.382669
661,-0.434037
662,-0.477018
663,-0.420532
664,-0.110111
665,0.0565352
666,0.16392
667,0.107501
668,0.117142
669,0.43083
670,0.454887
671,0.513468
672,0.736618
673,0.942365
674,0.799476
675,0.777157
676,0.941571
677,0.995086
678,1.20081
679,1.2334
680,1.31949
681,1.11983
682,1.17339
683,1.15797
684,1.12275
685,1.2223
686,1.15491
687,1.09521
688,0.890482
689,0.753552
690,0.779357
691,0.699395
692,0.782012
693,0.698616
694,0.545596
695,0.630647
696,0.605549
697,0.601099
698,0.255537
699,0.0672096
700,-0.00815535
701,0.114697
702,-0.0773533
703,-0.0857329
704,-0.306412
705,-0.426823
706,-0.577411
707,-0.56298
708,-0.794038
709,-0.921338
710,-0.888026
711,-0.879957
712,-0.861658
713,-0.857063
714,-0.879671
715,-0.827951
716,-0.830873
717,-0.754399
718,-0.914154
719,-0.904938
720,-0.883039
721,-0.938111
722,-0.859277
723,-0.648495
724,-0.622341
725,-0.451263
726,-0.555757
727,-0.288052
728,-0.281742
729,-0.0770961
730,0.117996
731,-0.0236012
732,0.0951922
733,0.301661
734,0.463667
735,0.543721
736,0.639052
737,0.673865
738,0.871316
739,0.694342
740,0.873325
741,1.00365
742,0.856973
743,1.01242
744,1.20059
745,1.07733
746,1.23901
747,1.11054
748,1.25238
749,1.37277
750,1.34321
751,1.18601
752,1.16895
753,1.10717
754,1.21684
755,1.26994
756,1.0777
757,0.845399
758,0.97898
759,0.750239
760,0.776056
761,0.653019
762,0.618408
763,0.594066
764,0.458913
765,0.409381
766,0.427196
767,0.386117
768,0.221235
769,0.197476
770,-0.0775786
771,-0.213176
772,-0.447391
773,-0.439074
774,-0.35373
775,-0.521587
776,-0.708954
777,-0.657662
778,-0.832349
779,-0.827238
780,-0.830789
781,-0.68836
782,-0.660865
783,-0.6226
784,-0.861282
785,-0.762717
786,-0.79488
787,-0.906513
788,-0.739696
789,-0.788079
790,-0.855911
791,-0.890914
792,-0.55915
793,-0.431829
794,-0.338468
795,-0.214316
796,-0.229063
797,0.00481349
798,-0.00123513
799,0.00833726
800,0.0827887
801,0.232365
802,0.26415
803,0.226055
804,0.244181
805,0.5153
806,0.583693
807,0.767758
808,0.68926
809,0.708725
810,0.871414
811,0.763935
812,0.712468
813,0.712501
814,0.954264
815,0.866148
816,0.965285
817,0.951024
818,1.06399
819,1.16475
820,1.11856
821,1.19097
822,1.12913
823,1.01523
824,0.874337
825,0.745498
826,0.747351
827,0.5983
828,0.471851
829,0.287009
830,0.302739
831,0.198547
832,0.269524
833,-0.0375181
834,-0.0695868
835,-0.238875
836,-0.271478
837,-0.422955
838,-0.434557
839,-0.656864
840,-0.739928
841,-0.808576
842,-0.707427
843,-0.703256
844,-0.729795
845,-0.94233
846,-0.861053
847,-0.932611
848,-1.04882
849,-0.907021
850,-1.01037
851,-1.05402
852,-0.928256
853,-0.773557
854,-0.847124
855,-0.929391
856,-0.825698
857,-0.586629
858,-0.601695
859,-0.615232
860,-0.472019
861,-0.543792
862,-0.244966
863,-0.136145
864,-0.261406
865,-0.0653237
866,0.0603116
867,-0.0356651
868,0.241732
869,0.308199
870,0.372138
871,0.617444
872,0.742065
873,0.827652
874,0.697016
875,0.909198
876,0.783669
877,0.856702
878,0.776714
879,0.855418
880,1.07392
881,1.18701
882,1.26456
883,1.02275
884,0.962497
885,0.841763
886,0.861705
887,0.738864
888,0.871847
889,0.68545
890,0.563867
891,0.5711
892,0.702925
893,0.586054
894,0.653696
895,0.660571
896,0.535638
897,0.287872
898,0.237164
899,0.144646
900,0.0830506
901,-0.146134
902,-0.04755
903,-0.0657454
904,-0.28514
905,-0.328406
906,-0.271292
907,-0.532735
908,-0.654464
909,-0.66067
910,-0.605778
911,-0.813375
912,-0.998791
913,-0.839532
914,-0.925683
915,-0.770208
916,-0.701528
917,-0.905146
918,-0.773052
919,-0.970084
920,-0.741821
921,-0.595591
922,-0.634006
923,-0.487027
924,-0.530747
925,-0.365526
926,-0.428181
927,-0.435324
928,-0.154025
929,-0.0603608
930,-0.0644291
931,0.0840039
932,0.0572307
933,0.075118
934,0.297812
935,0.372648
936,0.586526
937,0.461136
938,0.410818
939,0.568627
940,0.501977
941,0.624406
942,0.891401
943,1.07025
944,1.05506
945,1.2257
946,1.1654
947,1.33206
948,1.1036
949,1.25211
950,1.0745
951,1.16737
952,1.11724
953,1.06165
954,1.01117
955,0.898488
956,0.753673
957,0.913993
958,0.905549
959,0.949304
960,0.914903
961,0.924223
962,0.615603
963,0.548
964,0.563347
965,0.375917
966,0.256767
967,0.340225
968,0.329831
969,0.132083
970,-0.08975
971,-0.258649
972,-0.317734
973,-0.240616
974,-0.349955
975,-0.28025
976,-0.41683
977,-0.643152
978,-0.650191
979,-0.636534
980,-0.636886
981,-0.809525
982,-0.859811
983,-0.704478
984,-0.695687
985,-0.554933
986,-0.44501
987,-0.545698
988,-0.680197
989,-0.698492
990,-0.742611
991,-0.50196
992,-0.62538
993,-0.401688
994,-0.259068
995,-0.299113
996,-0.054953
997,-0.0993217
998,-0.0127335
999,0.243171
