Step,Signal
282,1.73251
283,0.29108
284,0.511271
285,0.70874
286,0.904294
287,1.25187
288,0.277039
289,1.48518
290,0.0580203
291,0.607386
292,-0.245402
293,0.625724
294,0.46719
295,0.759386
296,-0.217044
297,-0.0420156
298,1.39318
299,0.281032
300,-0.386242
301,0.313716
302,-0.708801
303,-0.13877
304,0.245981
305,-0.478244
306,-1.42438
307,-0.610677
308,-0.6377
309,-1.15425
310,-0.149343
311,-0.510988
312,-0.778525
313,0.21387
314,-0.807667
315,-0.0145431
316,-0.973123
317,-0.357631
318,-1.60873
319,-0.845123
320,-0.0146357
321,-1.33342
322,-0.909253
323,-1.43647
324,-1.27895
325,-1.3637
326,-1.55082
327,-0.722266
328,-0.298212
329,-0.518011
330,0.0463307
331,-0.570169
332,0.70765
333,0.115337
334,0.753389
335,-0.40927
336,0.0652918
337,0.80971
338,0.645311
339,0.151762
340,0.844431
341,0.983659
342,1.30369
343,1.17623
344,0.893245
345,-0.270129
346,1.6206
347,0.329023
348,1.32202
349,0.343068
350,1.03083
351,0.657982
352,0.797354
353,2.011
354,1.65353
355,1.62146
356,0.138371
357,0.163656
358,0.716383
359,1.53816
360,0.848757
361,0.60349
362,0.136226
363,0.814016
364,0.348217
365,0.969145
366,-0.374762
367,-0.648581
368,-0.594389
369,0.54985
370,0.644909
371,-0.608006
372,-0.0647834
373,-0.149103
374,0.0958738
375,-0.229175
376,-0.426393
377,0.103679
378,-1.25391
379,-1.511
380,-0.368644
381,-0.921125
382,-2.08013
383,-1.05496
384,0.106243
385,-0.546125
386,-1.46842
387,-1.12185
388,-1.15032
389,-0.257703
390,-1.60357
391,-1.30391
392,-0.501669
393,0.292755
394,0.35941
395,0.408008
396,0.197076
397,0.979705
398,0.281535
399,-0.453479
400,0.328462
401,-0.671226
402,0.286916
403,1.15881
404,0.479418
405,-0.315585
406,0.308161
407,0.212423
408,0.396501
409,0.155436
410,-0.0341722
411,0.26032
412,0.542048
413,0.557635
414,0.63625
415,1.3196
416,0.410358
417,1.67148
418,1.77187
419,1.95296
420,0.999212
421,0.624173
422,2.02947
423,0.481994
424,1.84072
425,1.24427
426,0.894997
427,-0.26011
428,1.07032
429,1.52158
430,0.223072
431,0.238138
432,0.0346636
433,0.231336
434,0.604224
435,-0.261782
436,-0.872981
437,-1.31943
438,-0.795502
439,-1.57304
440,-1.36035
441,-1.33345
442,-1.50848
443,-1.38053
444,-0.11033
445,-1.36024
446,-0.824102
447,-1.21218
448,-1.9598
449,-0.559413
450,-0.174528
451,-1.29019
452,-0.559276
453,-0.674307
454,-0.435086
455,-0.393064
456,-2.05322
457,-0.441392
458,-1.41278
459,-0.475027
460,-0.847107
461,-0.319355
462,-0.286073
463,-0.50207
464,-1.09829
465,-0.027744
466,0.219
467,0.154854
468,-0.850072
469,-0.240593
470,0.384842
471,0.171213
472,0.461403
473,0.815148
474,0.239293
475,-0.114842
476,1.25916
477,-0.106877
478,0.99573
479,0.17317
480,0.198764
481,0.900064
482,1.41879
483,0.491645
484,0.570605
485,0.0435214
486,0.469118
487,0.764672
488,1.2606
489,0.0491508
490,0.923115
491,0.174935
492,-0.24075
493,1.33268
494,-0.336534
495,0.122122
496,0.234108
497,-0.33958
498,0.171065
499,-0.753859
500,-0.958823
501,0.778987
502,-0.835683
503,-0.335975
504,-0.198737
505,-1.25229
506,-1.35044
507,-1.14501
508,-0.222876
509,-0.740768
510,-0.344914
511,-0.0608071
512,0.129283
513,-0.187174
514,-0.627719
515,-2.19437
516,-1.38141
517,-1.21711
518,-1.55535
519,-0.511458
520,-1.28875
521,-0.0677767
522,0.0344099
523,-0.018233
524,-1.49254
525,-0.574909
526,0.130774
527,-0.79938
528,0.277839
529,-0.00778618
530,0.590901
531,0.762376
532,0.850815
533,0.32395
534,-0.0702046
535,1.08325
536,0.335023
537,-0.288431
538,-0.173755
539,0.825046
540,1.53112
541,1.47433
542,1.753
543,1.57157
544,1.14866
545,1.19079
546,1.7774
547,1.2641
548,0.380818
549,1.76112
550,1.06949
551,1.07752
552,1.98328
553,0.238959
554,1.69419
555,0.179053
556,1.73876
557,0.652374
558,0.356302
559,0.854695
560,0.128604
561,-0.253706
562,0.886509
563,-0.181306
564,0.424559
565,-0.404536
566,-0.43977
567,-0.972856
568,-0.448904
569,0.0793437
570,0.245177
571,-0.489424
572,0.00484458
573,0.253384
574,-0.944231
575,0.032849
576,-1.13464
577,-1.09521
578,-0.357161
579,-0.335314
580,-1.25564
581,-1.4057
582,-1.07876
583,-1.55056
584,-0.770891
585,-0.0830699
586,-1.42806
587,-0.0876603
588,-1.72325
589,-0.941596
590,-0.827593
591,-0.93194
592,-0.85247
593,-1.10272
594,0.116555
595,-0.02499
596,-1.23086
597,-0.720864
598,-0.0591175
599,-0.661971
600,0.491883
601,1.17167
602,0.920495
603,-0.408571
604,0.133537
605,1.38225
606,1.46986
607,0.971759
608,1.72713
609,0.782443
610,0.630909
611,2.24194
612,1.51048
613,2.05881
614,0.314267
615,0.652783
616,0.487763
617,1.5081
618,1.56334
619,1.31446
620,1.39985
621,0.704795
622,1.49325
623,1.66848
624,0.247269
625,0.986039
626,0.219813
627,0.505568
628,-0.316976
629,0.105859
630,0.391888
631,0.757917
632,-0.361146
633,-0.326251
634,0.613714
635,0.393282
636,-0.348379
637,0.214476
638,-0.0575224
639,0.139336
640,-1.08516
641,-0.590432
642,-0.369172
643,-1.53005
644,0.00299478
645,-0.0849715
646,-0.54891
647,0.092933
648,-0.977296
649,-1.64287
650,-1.15438
651,-0.803173
652,0.38564
653,-0.0723943
654,-0.988146
655,-0.242038
656,-0.685033
657,-0.90905
658,-0.394608
659,0.41751
660,-0.459207
661,0.384329
662,-0.670975
663,-0.893309
664,0.318502
665,0.845723
666,1.03889
667,0.658521
668,-0.429694
669,0.649987
670,1.16658
671,0.58376
672,1.06018
673,1.64088
674,0.367683
675,-0.0613689
676,0.680388
677,1.43862
678,1.7599
679,0.307654
680,2.25713
681,0.710413
682,1.50547
683,1.2529
684,1.68161
685,0.75387
686,0.157116
687,1.51629
688,0.190163
689,-0.208467
690,-0.192084
691,-0.208535
692,1.02796
693,1.0664
694,0.81867
695,0.063278
696,1.26242
697,0.643142
698,0.31779
699,-0.534121
700,-0.393768
701,0.467195
702,-0.40794
703,-0.731874
704,-0.499225
705,-0.425108
706,0.385286
707,-0.88358
708,0.0294857
709,-0.674291
710,-1.7795
711,0.0760031
712,-1.21439
713,-0.927144
714,-0.111261
715,-1.60718
716,-0.438842
717,-0.725036
718,-1.51112
719,-0.600144
720,-1.21589
721,-1.88252
722,-0.935962
723,-1.03076
724,0.197045
725,-0.694681
726,-1.00779
727,0.408393
728,-0.264148
729,0.680355
730,-0.185897
731,-0.0508757
732,-0.35686
733,0.214934
734,0.0426914
735,1.16051
736,0.243021
737,0.682997
738,0.638081
739,0.672925
740,0.58561
741,0.660462
742,-0.0313167
743,0.955316
744,1.12003
745,0.593403
746,2.12288
747,1.04866
748,2.01375
749,0.903678
750,0.653555
751,0.89362
752,2.14617
753,0.41483
754,1.86357
755,1.41077
756,1.11567
757,0.286449
758,0.168065
759,1.19677
760,0.503447
761,0.646791
762,1.01359
763,0.190482
764,1.27687
765,0.503654
766,1.14671
767,0.945369
768,0.630098
769,-0.560121
770,0.902938
771,-1.04058
772,-0.953795
773,-1.07093
774,0.0340081
775,-0.946259
776,-0.293019
777,-0.272286
778,-1.15187
779,-1.4872
780,-1.28144
781,0.218516
782,-0.417052
783,-0.983194
784,-1.6424
785,-0.593744
786,-1.5597
787,-1.64923
788,-1.00853
789,-1.25238
790,-0.220205
791,-0.73046
792,-0.937971
793,-0.758545
794,-1.27428
795,0.339381
796,-1.01309
797,0.102908
798,-0.934553
799,0.592669
800,0.450872
801,0.180345
802,-0.479789
803,0.383866
804,0.70165
805,0.0815326
806,1.39203
807,0.573004
808,-0.291533
809,0.826216
810,1.40465
811,1.70034
812,0.456822
813,1.266
814,0.379301
815,-0.0227863
816,1.17789
817,0.166172
818,1.64044
819,0.750266
820,0.457315
821,0.962482
822,1.86883
823,0.857556
824,1.24559
825,-0.250589
826,0.21826
827,1.02333
828,0.87486
829,-0.328522
830,0.284579
831,-0.384072
832,0.672458
833,0.254225
834,0.212618
835,0.108103
836,-1.04756
837,-0.956485
838,-1.03258
839,-0.414506
840,-0.71213
841,-0.620464
842,0.0809528
843,-0.311971
844,0.228912
845,-0.192195
846,-0.151374
847,-1.43835
848,-0.516994
849,-0.134847
850,-1.96886
851,-1.53584
852,-0.508095
853,-0.71618
854,-1.75494
855,-0.778831
856,0.0491771
857,0.114862
858,-0.325702
859,-0.325173
860,-1.44344
861,-0.0448083
862,0.331554
863,0.0741115
864,0.619113
865,-0.414314
866,-0.0960162
867,-0.763084
868,-0.0407539
869,0.0408185
870,-0.529099
871,1.35269
872,0.501092
873,0.790651
874,-0.100448
875,0.976848
876,1.0376
877,1.02373
878,0.838881
879,0.590666
880,0.302205
881,1.45927
882,1.98866
883,0.139792
884,1.62914
885,0.26349
886,1.49248
887,0.312098
888,0.643406
889,0.492542
890,1.50158
891,0.438729
892,0.372691
893,1.29818
894,-0.260863
895,0.131957
896,0.14505
897,0.0422284
898,0.00818614
899,-0.749416
900,-0.0375367
901,0.62187
902,-0.856907
903,0.25032
904,0.086002
905,-1.16502
906,0.57105
907,-0.216884
908,-1.4407
909,-0.699687
910,-0.0354804
911,-0.494875
912,-0.358866
913,-0.29503
914,-1.79201
915,-0.114542
916,-1.32171
917,-0.502587
918,-0.468933
919,-0.524256
920,0.178788
921,-1.2208
922,0.0248411
923,-0.209384
924,-1.291
925,-0.0838963
926,0.0433478
927,-1.00236
928,0.193885
929,-0.916334
930,0.448651
931,0.700583
932,0.612868
933,-0.850117
934,-0.553753
935,0.234205
936,1.44477
937,-0.423003
938,0.829667
939,1.1046
940,-0.31684
941,0.817679
942,0.966099
943,1.62409
944,0.595785
945,1.77733
946,1.88416
947,1.59158
948,1.72694
949,0.744054
950,0.272864
951,1.60021
952,0.46289
953,0.758039
954,0.781047
955,0.195172
956,0.345155
957,0.704345
958,0.969404
959,0.484141
960,0.404666
961,1.69236
962,1.4995
963,0.010873
964,-0.423001
965,0.497002
966,0.584226
967,-0.274802
968,-0.325814
969,-0.735608
970,0.593202
971,-1.0194
972,0.427327
973,0.519017
974,0.445917
975,-1.13306
976,-0.889514
977,-0.942965
978,-0.842305
979,-1.1395
980,-0.329192
981,-1.71455
982,-1.79384
983,-1.59901
984,-0.874901
985,-1.10119
986,0.439413
987,-0.581577
988,-1.38785
989,-0.262856
990,-0.23984
991,-0.275589
992,-0.534059
993,-0.491763
994,0.1399
995,-0.379945
996,-0.08359
997,0.842562
998,0.870263
999,0.308591
